0.020876 0.01743 0.0096825 0.0088552 0.89334 0.0036918 0.0036918 0.0088677 0.033564
0.031771 0.022189 0.012788 0.011647 0.8474 0.0048202 0.0048202 0.01317 0.05139
0.023958 0.020062 0.011806 0.0096853 0.8757 0.0040876 0.0040876 0.010089 0.040525
0.025342 0.046417 0.025415 0.017052 0.73394 0.0071639 0.0071639 0.021707 0.11579
0.028315 0.049743 0.032002 0.024171 0.63864 0.0087217 0.0087217 0.023883 0.18581
0.033074 0.053853 0.02888 0.019322 0.70546 0.0078895 0.0078895 0.026101 0.11753
0.042092 0.085045 0.053069 0.030515 0.60259 0.010465 0.010465 0.038801 0.12696
0.014566 0.022879 0.013462 0.0090244 0.88702 0.0037524 0.0037524 0.0095268 0.03602
0.010587 0.017443 0.009654 0.0077218 0.9068 0.003201 0.003201 0.0077591 0.03363
0.015798 0.026259 0.013078 0.0093695 0.88128 0.0039581 0.0039581 0.0094025 0.036899
0.032062 0.030685 0.013187 0.011275 0.85111 0.0048333 0.0048333 0.010745 0.041273
0.017831 0.027372 0.010742 0.0086929 0.8934 0.0036843 0.0036843 0.0088475 0.025745
0.032037 0.040414 0.013382 0.012031 0.83688 0.0056145 0.0056145 0.012689 0.04134
0.43296 0.13824 0.031522 0.029692 0.214 0.015192 0.015192 0.02559 0.097608
0.46693 0.096396 0.027576 0.026192 0.26641 0.012685 0.012685 0.021259 0.069862
0.90091 0.017663 0.010107 0.010096 0.021807 0.0066557 0.0066557 0.0092992 0.016806
0.90877 0.012763 0.010692 0.010497 0.014843 0.0097045 0.0097045 0.010357 0.012671
0.88714 0.016213 0.013474 0.012826 0.017647 0.011756 0.011756 0.01307 0.016121
0.8821 0.018484 0.014281 0.01369 0.017448 0.012143 0.012143 0.014282 0.01543
0.85604 0.025218 0.017457 0.016584 0.021352 0.014403 0.014403 0.015814 0.018724
0.84887 0.023403 0.01817 0.017308 0.024318 0.01517 0.01517 0.018045 0.019548
0.853 0.023851 0.017375 0.017162 0.022856 0.014764 0.014764 0.016451 0.019777
0.84819 0.025445 0.018746 0.017167 0.022685 0.015139 0.015139 0.015907 0.021578
0.8978 0.019825 0.010953 0.010423 0.023644 0.0059099 0.0059099 0.0093637 0.01617
0.88327 0.023581 0.012824 0.012242 0.021988 0.0078177 0.0078177 0.011609 0.018855
0.68875 0.077927 0.024228 0.021378 0.116 0.008469 0.008469 0.017925 0.036855
0.024176 0.05009 0.010764 0.010035 0.86293 0.0042384 0.0042384 0.0085419 0.024991
0.012852 0.030956 0.0077708 0.0074979 0.90688 0.0032812 0.0032812 0.0064206 0.02106
0.0074777 0.022743 0.005932 0.0053365 0.93799 0.0022803 0.0022803 0.0045754 0.011386
0.0080206 0.018713 0.0065107 0.0054604 0.94077 0.0022876 0.0022876 0.0053526 0.010595
0.0068922 0.015116 0.0061067 0.0055746 0.93837 0.002283 0.002283 0.0053025 0.018072
0.016511 0.034218 0.01742 0.014327 0.79444 0.0056195 0.0056195 0.01552 0.096323
0.0082585 0.014091 0.0079477 0.0066926 0.91995 0.00279 0.00279 0.0075335 0.029948
0.0054667 0.0093334 0.0054982 0.0044841 0.9539 0.0018773 0.0018773 0.0042113 0.013347
0.0057444 0.011287 0.0051091 0.0046534 0.95146 0.001961 0.001961 0.0042312 0.013588
0.0056471 0.011002 0.0045958 0.0042718 0.95523 0.0018084 0.0018084 0.0037301 0.011902
