0.010536 0.014079 0.0076794 0.0062831 0.93553 0.0026156 0.0026156 0.0065025 0.014156
0.01296 0.023552 0.011009 0.0083488 0.90285 0.0034954 0.0034954 0.0076326 0.026661
0.010639 0.01832 0.00917 0.0073171 0.91889 0.0030843 0.0030843 0.0070083 0.022488
0.0089385 0.013454 0.0074443 0.0060387 0.93468 0.00254 0.00254 0.0053102 0.01905
0.010889 0.012289 0.0065849 0.0058401 0.93889 0.0024375 0.0024375 0.0056798 0.014953
0.0063126 0.0099094 0.0050171 0.0045614 0.95357 0.001924 0.001924 0.0044669 0.01231
0.0044056 0.01419 0.0039761 0.0037589 0.96049 0.0015442 0.0015442 0.003048 0.0070458
0.0033149 0.0066443 0.0031412 0.0027407 0.97372 0.0011586 0.0011586 0.0023639 0.0057534
0.0043778 0.0076487 0.0040279 0.0035573 0.96555 0.001501 0.001501 0.0032757 0.0085579
0.0058956 0.010158 0.004777 0.0046196 0.95355 0.0019221 0.0019221 0.0044987 0.012662
0.004767 0.0088108 0.0040505 0.0037139 0.96358 0.0015618 0.0015618 0.0033208 0.0086293
0.004854 0.0088579 0.0041004 0.0035856 0.96507 0.0015116 0.0015116 0.0031789 0.0073265
0.005652 0.01163 0.005334 0.00445 0.95459 0.0018787 0.0018787 0.0041377 0.010451
0.0095793 0.011485 0.0065305 0.0055545 0.94197 0.0023293 0.0023293 0.0052384 0.014983
0.0087288 0.012161 0.0060821 0.0053032 0.94609 0.002222 0.002222 0.0053842 0.01181
0.01159 0.017923 0.0083642 0.0069024 0.92361 0.0029042 0.0029042 0.0065284 0.019272
0.0070197 0.011316 0.0058766 0.0048859 0.9499 0.0020716 0.0020716 0.0054706 0.011391
0.010746 0.022446 0.0098031 0.0089805 0.90692 0.0034124 0.0034124 0.010565 0.023713
0.0061951 0.013611 0.0056009 0.0050001 0.94846 0.0020795 0.0020795 0.0048526 0.012126
0.010383 0.030728 0.010022 0.0083951 0.8971 0.0035577 0.0035577 0.0096986 0.026555
0.0064578 0.017031 0.0058876 0.0051691 0.94433 0.0021733 0.0021733 0.005115 0.011658
0.0063704 0.016401 0.0051612 0.0048429 0.94888 0.0020282 0.0020282 0.0045266 0.009758
0.0058126 0.013756 0.0052224 0.0047011 0.95141 0.0019534 0.0019534 0.00426 0.010928
0.005603 0.01069 0.0050073 0.0042469 0.95916 0.0017536 0.0017536 0.0035654 0.0082229
